epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,4761.81,0.68673,0.43934,0.96727,0.99114,0.99558,0.9947,0.84677,0.66031,0.37695,0.73742,0.00110589,0.00110589,0.00110589
19,5032.32,0.68692,0.43843,0.96836,0.97533,0.98899,0.99272,0.86965,0.57739,0.36579,0.70534,0.00107288,0.00107288,0.00107288
20,5299.27,0.6713,0.42906,0.96684,0.99158,0.99558,0.99119,0.85644,0.61651,0.34232,0.72238,0.00103987,0.00103987,0.00103987
21,5570.19,0.68663,0.43652,0.97059,0.9918,0.99558,0.99388,0.86402,0.6343,0.35632,0.73891,0.00100687,0.00100687,0.00100687
22,5831.13,0.67976,0.43836,0.96584,0.99035,0.99558,0.99254,0.87659,0.59174,0.33945,0.71866,0.000973861,0.000973861,0.000973861
23,6092.38,0.6456,0.41276,0.95106,0.98968,0.99558,0.99433,0.86588,0.58582,0.33417,0.71356,0.000940855,0.000940855,0.000940855
24,6355.01,0.6449,0.39515,0.94792,0.99083,0.99558,0.99433,0.87141,0.57232,0.31482,0.70366,0.000907848,0.000907848,0.000907848
25,6618.33,0.64218,0.39824,0.95282,0.99156,0.99558,0.99343,0.85581,0.59118,0.3111,0.71117,0.000874842,0.000874842,0.000874842
26,6877.96,0.65363,0.39251,0.95859,0.99094,0.99558,0.98828,0.86071,0.5814,0.32405,0.70172,0.000841835,0.000841835,0.000841835
27,7139.4,0.64754,0.38968,0.95492,0.96205,0.99858,0.99448,0.879,0.60658,0.34129,0.72421,0.000808828,0.000808828,0.000808828
28,7401.82,0.63196,0.38583,0.94226,0.99154,0.99558,0.99321,0.86653,0.60712,0.29749,0.72367,0.000775822,0.000775822,0.000775822
29,7664.46,0.62881,0.36686,0.94658,0.99166,0.99558,0.99358,0.87495,0.58511,0.29422,0.70841,0.000742815,0.000742815,0.000742815
30,7927.21,0.63254,0.37807,0.9558,0.99152,0.99558,0.99336,0.87969,0.56389,0.27688,0.69896,0.000709809,0.000709809,0.000709809
31,8193.34,0.61241,0.35868,0.93905,0.9915,0.99558,0.995,0.86896,0.5798,0.30178,0.70315,0.000676802,0.000676802,0.000676802
32,8465.56,0.62043,0.35582,0.94556,0.99177,0.99558,0.9941,0.87768,0.56153,0.3021,0.69306,0.000643795,0.000643795,0.000643795
33,8731.78,0.60563,0.35372,0.93621,0.99136,0.99558,0.9906,0.8745,0.55667,0.29016,0.69332,0.000610789,0.000610789,0.000610789
34,8992.76,0.61476,0.3539,0.93293,0.99149,0.99558,0.98757,0.87346,0.56932,0.2817,0.70507,0.000577782,0.000577782,0.000577782
35,9255.08,0.61536,0.35553,0.94552,0.99163,0.99558,0.99403,0.87986,0.58125,0.28212,0.70574,0.000544776,0.000544776,0.000544776
36,9516.87,0.61607,0.34727,0.93737,0.99158,0.99558,0.99455,0.88232,0.58581,0.2749,0.71574,0.000511769,0.000511769,0.000511769
37,9778.68,0.59567,0.35359,0.93583,0.99155,0.99558,0.99381,0.88711,0.5802,0.28645,0.70402,0.000478762,0.000478762,0.000478762
38,10039.7,0.62647,0.34017,0.93399,0.99149,0.99558,0.99493,0.86492,0.58324,0.28605,0.70256,0.000445756,0.000445756,0.000445756
39,10302,0.60835,0.3405,0.94181,0.99163,0.99558,0.99276,0.88253,0.54415,0.26548,0.68556,0.000412749,0.000412749,0.000412749
40,10563.4,0.59722,0.33638,0.93671,0.99154,0.99558,0.99388,0.87922,0.55049,0.26685,0.68724,0.000379743,0.000379743,0.000379743
41,10822.3,0.54698,0.27476,0.91014,0.99141,0.99558,0.995,0.8821,0.54972,0.27317,0.68971,0.000346736,0.000346736,0.000346736
42,11080.1,0.54941,0.27225,0.91224,0.99143,0.99558,0.9947,0.88698,0.5603,0.27576,0.69173,0.000313729,0.000313729,0.000313729
43,11337.5,0.54139,0.26834,0.90285,0.99147,0.99558,0.99358,0.89159,0.53321,0.26373,0.68251,0.000280723,0.000280723,0.000280723
44,11594.5,0.54443,0.26379,0.91487,0.98355,0.99542,0.99209,0.88972,0.56379,0.31014,0.70076,0.000247716,0.000247716,0.000247716
45,11854.2,0.53956,0.27212,0.89979,0.99133,0.99558,0.99052,0.88378,0.55453,0.26801,0.69176,0.00021471,0.00021471,0.00021471
46,12114.5,0.52695,0.25582,0.90049,0.9915,0.99558,0.99179,0.89303,0.5331,0.2521,0.68394,0.000181703,0.000181703,0.000181703
47,12373.3,0.52557,0.25339,0.90187,0.99168,0.99558,0.99164,0.89743,0.54257,0.25271,0.68585,0.000148696,0.000148696,0.000148696
48,12632.4,0.52379,0.24631,0.90617,0.99154,0.99558,0.98985,0.90373,0.52659,0.24151,0.67878,0.00011569,0.00011569,0.00011569
49,12893.9,0.50869,0.2389,0.89478,0.99152,0.99558,0.98828,0.8956,0.53628,0.24492,0.68356,8.26832e-05,8.26832e-05,8.26832e-05
50,13154.1,0.51293,0.24048,0.89597,0.99157,0.99558,0.98993,0.89159,0.53193,0.24263,0.68167,4.96766e-05,4.96766e-05,4.96766e-05
